word	Part.of.Speech	Freq.Norm
imaniye	noun	0.022
imanlı	adj	0.03
imansız	adj	0.022
imansızlık	noun	0.003
imar	noun	73.33
imarcı	noun	0.005
imaret	noun	0.898
imarethane	noun	0.207
imat	noun	0.063
imbat	noun	0.256
imbik	noun	0.729
imdat	noun	10.342
imdi	adv	0.484
ime	noun	0.223
imece	noun	1.551
imer	noun	0.702
imge	noun	6.96
imgeci	noun	0.003
imgele	verb	0.258
imgelem	noun	0.751
imgeli	adj	0.003
imgesel	adj	0.552
imha	noun	47.207
imik	noun	0.027
imitasyon	noun	0.677
imkan	noun	310.772
imkansız	adj	0.599
imkansızlık	noun	0.011
imkb	noun	46.042
imla	noun	3.534
imle	verb	0.62
imleç	noun	2.258
imlik	noun	0.003
immoral	adj	0.003
immoralizm	noun	0.003
immünoloji	noun	0.427
immünolojik	adj	0.171
imparator	noun	23.65
imparatoriçe	noun	0.732
imparatoriçelik	noun	0.003
imparatorluk	noun	45.46
imrahor	noun	0.593
imran	noun	1.472
imranlı	noun	0.103
imre	noun	1.701
imren	verb	4.873
imrence	noun	0.003
imrenti	noun	0.003
imroz	noun	0.609
imsak	noun	0.438
imsakiye	noun	0.152
imtihan	noun	7.893
imtina	noun	1.766
imtisal	noun	0.049
imtisas	noun	0.005
imtiyaz	noun	26.575
imtiyazlı	adj	0.411
imtiyazsız	adj	0.003
imtizaç	noun	0.057
imza	noun	327.181
imzala	verb	202.062
imzalı	adj	0.008
imzasız	adj	0.011
in	verb	404.813
inadına	adv	2.479
inak	noun	0.065
inakçı	noun	0.005
inal	noun	3.137
inalcık	noun	1.026
inalkut	noun	0.005
inaltekin	noun	0.03
inam	noun	1.099
inan	verb	498.846
inanca	noun	2.438
inanç	noun	135.787
inançlı	adj	0.122
inançlılık	noun	0.005
inançsız	adj	0.022
inandırıcı	adj	23.761
inandırıcılık	noun	0.049
inanılmaz	adj	0.634
inanır	noun	8.217
inanırlık	noun	0.182
inanış	noun	0.163
inanlı	adj	0.122
inanoğlu	noun	4.024
inanöz	noun	0.03
inat	noun	36.182
inatçı	adj	0.073
inatçılık	noun	0.027
inatlaş	verb	2.705
inayet	noun	0.56
ince	adj	106.304
incebay	noun	0.008
incebey	noun	0.005
incecik	adj	4.598
incecikten	adv	0.577
inceden	adj	0.569
incel	verb	8.435
incele	verb	366.228
inceleme	noun	7.537
incelemeci	noun	0.057
inceleniş	noun	0.003
inceleyici	noun	0.016
incelik	noun	5.989
inceltici	noun	0.008
incesu	noun	1.428
inci	noun	52.602
inciden	noun	0.044
incifem	noun	0.003
incifer	noun	0.003
incigül	noun	0.101
incik	noun	0.887
incil	noun	9.237
incila	noun	0.12
incilay	noun	0.073
incin	verb	3.766
incinur	noun	0.052
incir	noun	13.944
incirlik	noun	9.76
inciser	noun	0.014
incit	verb	10.47
incitici	adj	0.131
incitilmek	noun	0.008
incitme	noun	0.109
incitmebeni	noun	0.008
incizap	noun	0.016
inç	noun	5.015
indeks	noun	8.718
indeterminist	noun	0.005
indeterminizm	noun	0.008
indi	adj	2.035
indifa	noun	0.033
indifai	adj	0.003
indikatör	noun	0.555
indinde	adv	0.854
indirge	verb	14.845
indirgen	adj	0.054
indirgenebilir	adj	0.011
indirgeniş	noun	0.003
indirgeyici	noun	0.035
indirim	noun	158.926
indirimli	adj	0.071
indiriş	noun	0.005
indis	noun	0.528
individüalist	noun	0.003
individüalizm	noun	0.011
indiyum	noun	0.049
indükle	verb	0.193
indüksiyon	noun	0.585
inebolu	noun	1.804
ineç	noun	0.046
inegöl	noun	4.046
inek	noun	14.728
inekçi	noun	0.054
inekhane	noun	0.003
inekle	verb	0.044
ineklik	noun	0.003
infak	noun	0.384
infaz	noun	50.861
infazcı	noun	0.136
infial	noun	4.187
infilak	noun	4.587
infinitezimal	adj	0.008
infirak	noun	0.003
infirat	noun	0.022
infiratçı	noun	0.003
infisah	noun	0.329
informatik	noun	0.063
ingiliz	noun	218.047
ingilizce	noun	87.234
ingilizler	noun	1.76
ingiltere	noun	254.551
ingin	adj	0.038
inha	noun	0.324
inhibitör	noun	0.667
inhidam	noun	0.052
inhilal	noun	0.011
inhimak	noun	0.016
inhina	noun	0.005
inhiraf	noun	0.133
inhisar	noun	1.086
inhisarcı	noun	0.008
inhitat	noun	0.065
ini	noun	2.269
inik	adj	0.22
inikas	noun	0.022
inikat	noun	0.019
inilti	noun	0.805
inisiyatif	noun	23.726
inisyal	noun	0.003
iniş	noun	23.821
inişli	adj	0.003
inkar	noun	30.591
inkarcı	noun	0.291
inkarcılık	noun	0.011
inkıbaz	noun	0.011
inkılap	noun	2.245
inkılapçı	noun	0.109
inkıraz	noun	0.068
inkısam	noun	0.019
inkıta	noun	0.114
inkıyat	noun	0.022
inkisar	noun	0.182
inkişaf	noun	1.151
inle	verb	7.436
inleyiş	noun	0.005
inme	noun	6.791
inmeli	adj	0.005
inorganik	noun	0.854
inönü	noun	51.307
insaf	noun	14.059
insaflı	adj	0.035
insafsız	adj	0.011
insafsızca	adv	0.005
insan	noun	1908.907
insanbilim	noun	0.063
insanca	adj	7.148
insancı	adj	0.008
insancıl	adj	4.976
insangiller	noun	0.019
insanımsılar	noun	0.041
insani	adj	44.522
insaniyet	noun	0.96
insanlı	adj	0.003
insanlık	noun	0.18
insanoğul	noun	19.623
insansı	adj	1.336
insansılar	noun	0.038
insanüstü	adj	1.097
insektaryum	noun	0.003
insicam	noun	0.147
insiraf	noun	0.003
insiyak	noun	0.06
insiyaki	adj	0.112
insülin	noun	6.402
inşa	noun	94.596
inşaat	noun	167.216
inşaatçı	noun	0.422
inşaatçılık	noun	0.003
inşallah	ınterj	67.801
inşat	noun	0.305
inşirah	noun	0.264
intaç	noun	0.169
intak	noun	0.035
intan	noun	0.046
intani	adj	0.024
intaniye	noun	0.229
integral	noun	1.967
integrasyon	noun	0.166
interaktif	adj	7.716
interbank	noun	2.754
interferometre	noun	0.073
interferometri	noun	0.027
interferon	noun	0.476
interkoneksiyon	noun	0.003
intermezzo	noun	0.016
internet	noun	387.878
inti	noun	0.098
intiba	noun	2.688
intibah	noun	0.59
intibak	noun	4.277
intifa	noun	4.424
intifada	noun	3.747
intiha	noun	0.035
intihabat	noun	0.06
intihal	noun	1.856
intihap	noun	0.615
intihar	noun	88.594
intikal	noun	24.833
intikam	noun	30.664
intikamcı	noun	0.196
intisap	noun	0.468
intişar	noun	0.171
intizam	noun	0.999
intizar	noun	1.254
inzal	noun	0.128
inzibat	noun	0.721
inzibati	adj	0.313
inzimam	noun	0.024
inziva	noun	1.681
ip	noun	56.613
ipar	noun	0.215
ipçi	noun	0.011
ipçik	noun	0.003
ipek	noun	16.091
ipeka	noun	0.008
ipekçi	noun	24.164
ipekçilik	noun	0.008
ipekel	noun	0.063
ipekli	adj	0.084
ipekten	noun	0.288
ipham	noun	0.022
ipince	adj	0.223
ipka	noun	0.014
iple	verb	0.748
iplik	noun	9.395
iplikçi	noun	0.307
iplikçilik	noun	0.016
iplikhane	noun	0.016
ipliksi	adj	0.073
ipotek	noun	13.354
ipotekli	adj	0.076
ipotetik	adj	0.003
ipsala	noun	2.003
ipsi	adj	0.008
ipsiz	adj	0.011
iptal	noun	154.978
iptida	noun	0.128
iptidai	adj	0.343
iptila	noun	0.386
iptizal	noun	0.011
ipuç	noun	28.915
irade	noun	80.818
iradeci	noun	0.019
iradeli	adj	0.038
iradesiz	adj	0.003
iradi	adj	0.748
iradiye	noun	0.003
iran	noun	256.697
iranist	noun	0.011
iranlı	noun	1.671
irap	noun	0.011
irat	noun	5.883
irca	noun	0.215
irdele	verb	27.481
irem	noun	9.991
iren	noun	0.34
irfan	noun	15.4
irfani	noun	0.063
irfaniye	noun	0.027
irfat	noun	0.005
irgün	noun	0.003
iri	adj	20.265
iribaş	noun	0.033
irice	adj	0.903
iridyum	noun	0.204
irilik	noun	0.512
irin	noun	2.808
irinlen	verb	0.003
irinli	adj	0.003
irinti	noun	0.003
iris	noun	0.868
irk	verb	2.432
irkil	verb	2.329
irkiltici	adj	0.052
irkinti	noun	0.011
irlanda	noun	37.651
irlandalı	noun	1.366
irmik	noun	1.556
ironi	noun	4.462
ironik	adj	4.508
irrasyonalizm	noun	0.038
irrasyonel	noun	1.801
irrealist	adj	0.005
irredantizm	noun	0.03
irs	noun	0.071
irsal	noun	0.073
irsaliye	noun	1.328
irsen	adv	0.057
irsi	adj	0.125
irsiyet	noun	0.022
irşat	noun	0.327
irtek	noun	0.005
irtibat	noun	22.929
irtibatlı	adj	0.06
irtica	noun	22.401
irticai	adj	7.267
irtical	noun	0.033
irticalen	adv	0.294
irtifa	noun	3.292
irtifak	noun	3.028
irtihal	noun	0.068
irtikap	noun	2.03
irtisam	noun	0.003
irtişa	noun	0.024
is	noun	39.044
isa	noun	26.904
isabet	noun	40.865
isabetli	adj	0.011
isabetsiz	adj	0.005
isal	noun	0.101
isale	noun	0.629
isdemir	noun	3.719
isen	noun	0.207
isenbike	noun	0.041
isevi	noun	0.177
isfahan	noun	1.36
isfendan	adj	0.024
isfendiyar	noun	0.229
ishak	noun	5.918
ishal	noun	11.409
isilik	noun	0.163
isim	noun	661.249
isimli	adj	0.038
isimlik	noun	0.003
isimsiz	adj	0.03
iskambil	noun	1.494
iskan	noun	24.912
iskandil	noun	0.128
iskandinav	noun	4.838
iskandinavya	noun	1.121
iskandinavyalı	noun	0.022
iskarpela	noun	0.005
iskarpin	noun	0.204
iskeçe	noun	2.62
iskele	noun	20.831
iskelet	adj	7.169
iskemle	noun	2.547
iskender	noun	18.366
iskenderiye	noun	3.034
iskenderun	noun	15.286
iskete	noun	0.057
iski	noun	7.714
iskilip	noun	0.718
iskit	noun	1.798
iskitçe	noun	0.019
iskitler	noun	0.267
iskoç	noun	4.579
iskoçya	noun	10.625
iskoçyalı	noun	0.133
iskonto	noun	6.212
iskontolu	adj	0.084
iskorbüt	noun	0.019
iskorpit	noun	0.454
iskota	noun	0.226
islahiye	noun	0.803
islam	noun	23.968
islamabad	noun	5.632
islamcı	noun	0.207
islamcılık	noun	0.046
islami	adj	51.286
islamiyet	noun	15.46
islamlaş	verb	0.359
islamlık	noun	0.003
islamoğlu	noun	1.026
islav	noun	0.101
islavca	noun	0.057
isle	verb	2.827
isli	adj	0.014
islim	noun	0.046
islimi	noun	0.003
ismail	noun	114.551
ismen	adv	1.401
ismet	noun	43.093
ismican	noun	0.003
ismigül	noun	0.063
ismihan	noun	0.163
isminaz	noun	0.024
isminur	noun	0.044
isnat	noun	3.921
iso	noun	12.905
isot	noun	0.811
ispanya	noun	122.387
ispanyol	adj	43.847
ispanyolca	noun	5.632
ispanyolet	noun	0.005
ispari	noun	0.011
ispat	noun	26.226
ispati	noun	0.049
ispatla	verb	20.328
ispatlı	adj	0.008
ispenç	noun	0.019
ispençiyari	noun	0.215
ispendek	noun	0.019
ispermeçet	noun	0.019
ispinoz	noun	0.166
ispir	noun	0.781
ispirto	noun	1.298
ispirtolu	adj	0.008
ispit	noun	0.005
ispiyon	noun	0.577
ispiyoncu	noun	0.117
ispiyonculuk	noun	0.005
ispiyonla	verb	0.354
ispritizma	noun	0.024
ispritizmacı	noun	0.003
israf	noun	12.478
israfil	noun	0.784
israil	noun	369.053
israilli	noun	2.283
istanbul	noun	1341.435
istanbulin	noun	0.016
istanbullu	noun	24.831
istanbulspor	noun	36.008
istasyon	noun	75.352
istatistik	noun	67.064
istatistikçi	noun	0.229
istatistikçilik	noun	0.003
istatistiki	adj	4.68
istatistiksel	adj	4.079
istavrit	noun	1.306
istavroz	noun	0.313
iste	verb	2944.387
istek	noun	245.468
isteka	noun	0.131
isteklen	verb	0.011
istekli	adj	3.804
isteksiz	adj	0.003
istem	noun	76.38
istemihan	noun	3.91
istemli	adj	0.049
istenç	noun	1.001
istenççi	noun	0.003
ister	conj	71.67
isteri	noun	0.435
isterik	adj	0.302
isteyiş	noun	0.003
istiane	noun	0.024
istiap	noun	0.677
istiare	noun	0.343
istibdat	noun	0.694
istical	noun	0.019
isticar	noun	0.024
isticvap	noun	0.016
istida	noun	0.381
istidaname	noun	0.003
istidat	noun	1.439
istidlal	noun	0.076
istif	noun	2.207
istifa	noun	151.471
istifade	noun	12.949
istifaname	noun	0.014
istifçi	noun	0.03
istifham	noun	0.182
istifle	verb	0.944
istifra	noun	0.109
istifsar	noun	0.005
istiğfar	noun	0.707
istiğna	noun	0.068
istiğrak	noun	0.044
istihale	noun	0.073
istihare	noun	0.435
istihbar	noun	0.256
istihbarat	noun	81.253
istihdaf	noun	0.103
istihdam	noun	144.979
istihfaf	noun	0.041
istihkak	noun	1.262
istihkam	noun	1.535
istihkar	noun	0.03
istihlak	noun	0.433
istihraç	noun	0.093
istihsal	noun	1.75
istihza	noun	0.356
istihzar	noun	0.003
istika	noun	0.027
istikamet	noun	18.763
istikbal	noun	4.77
istiklal	noun	1.992
istikra	noun	0.335
istikrah	noun	0.016
istikrar	noun	206.663
istikrarlı	adj	0.095
istikrarsız	adj	0.019
istikrarsızlık	noun	0.008
istikraz	noun	0.294
istikşaf	noun	0.152
istila	noun	11.632
istilacı	noun	0.299
istilzam	noun	0.084
istim	noun	0.789
istimal	noun	0.974
istimbot	noun	0.019
istimdat	noun	0.103
istimlak	noun	3.785
istimna	noun	0.011
istimrar	noun	0.008
istimzaç	noun	0.003
istinabe	noun	0.999
istinaden	postp	7.197
istinaf	noun	2.675
istinas	noun	0.144
istinat	noun	0.955
istinatgah	noun	0.014
istinga	noun	0.003
istinkaf	noun	0.016
istinsah	noun	0.155
istintak	noun	0.03
istinye	noun	3.488
istirahat	noun	5.643
istirdat	noun	0.163
istirham	noun	2.571
istiridye	noun	1.684
istiskal	noun	0.196
istismar	noun	28.022
istismarcı	noun	0.161
istismarcılık	noun	0.008
istisna	noun	38.636
istisnai	noun	6.516
istişare	noun	14.758
istitrat	noun	0.005
istiva	noun	0.049
istizah	noun	0.019
istizan	noun	0.082
istop	noun	0.125
istralya	noun	0.014
isvan	noun	0.375
isveç	noun	57.435
isveççe	noun	0.351
isveçli	noun	11.128
isviçre	noun	89.078
isviçreli	noun	0.762
isyan	noun	60.496
isyancı	adj	1.053
isyankar	adj	2.101
isyankarlık	noun	0.024
iş	noun	2473.315
işar	noun	0.041
işaret	noun	298.506
işaretçi	noun	0.158
işaretle	verb	12.279
işaretleş	verb	0.177
işaretli	adj	0.027
işba	noun	0.038
işbaş	noun	14.393
işbu	noun	5.118
işcan	noun	1.061
işçi	noun	294.297
işçilik	noun	4.449
işe	verb	3.518
işgal	noun	132.683
işgalci	noun	5.159
işgalcilik	noun	0.005
işgaliye	noun	0.261
işgüden	noun	0.014
işgüder	noun	0.054
işgüzar	adj	2.065
işgüzarca	adv	0.003
işgüzarlık	noun	0.117
işit	verb	24.866
işitim	noun	0.014
işitiş	noun	0.003
işitsel	adj	3.741
işkal	noun	0.065
işkembe	noun	1.725
işkembeci	noun	0.171
işkembeli	adj	0.022
işkence	noun	88.545
işkenceci	noun	0.509
işkil	noun	0.199
işkillen	verb	0.242
işkilli	adj	0.005
işkine	noun	0.003
işkur	noun	1.252
işle	verb	584.099
işlek	adj	3.496
işleklik	noun	0.014
işlem	noun	515.966
işlemci	noun	7.344
işleme	noun	17.628
işlemeci	noun	0.174
işlemecilik	noun	0.041
işlemeli	adj	0.008
işlemsel	adj	0.414
işleniş	noun	0.076
işlenti	noun	0.03
işlerlik	noun	6.854
işletim	noun	27.736
işletiş	noun	0.003
işletme	noun	3.736
işletmeci	noun	22.034
işletmecilik	noun	0.683
işletmen	noun	2.604
işletmenlik	noun	0.008
işlev	noun	65.679
işlevci	noun	0.014
işlevsel	adj	10.304
işlevsiz	adj	0.008
işleyim	noun	0.016
işleyiş	noun	1.137
işli	adj	0.283
işlik	noun	0.503
işman	noun	0.057
işmar	noun	0.093
işmen	noun	0.207
işporta	noun	3.423
işportacı	noun	0.414
işportacılık	noun	0.005
işret	noun	0.229
işseven	noun	0.093
işsever	noun	0.098
işsiz	adj	8.446
işsizlik	noun	0.92
iştah	noun	18.954
iştahlan	verb	0.084
iştahlı	adj	0.071
iştahlılık	noun	0.003
iştahsız	adj	0.022
işte	postp	152.537
işteş	adj	0.027
iştial	noun	0.008
iştigal	noun	3.665
iştiha	noun	0.346
iştihar	noun	0.011
iştikak	noun	0.144
iştira	noun	0.136
iştirak	noun	42.432
iştirakçi	noun	1.143
iştirakçilik	noun	0.003
iştiyak	noun	0.797
işve	noun	0.677
işveli	adj	0.008
işveren	noun	78.459
işyar	noun	0.03
it	verb	64.027
ita	noun	2.574
itaat	noun	9.411
itaatkar	adj	0.775
itaatli	adj	0.011
itaatsizlik	noun	0.016
italik	adj	0.468
italya	noun	171.776
italyan	noun	129.736
italyanca	noun	5.7
itap	noun	0.063
itburun	noun	0.008
iteği	noun	0.008
itekle	verb	1.099
itele	verb	1.521
itenek	noun	0.016
iterbiyum	noun	0.011
itfa	noun	12.388
itfaiye	noun	25.65
itfaiyeci	noun	0.985
itfaiyecilik	noun	0.005
ithaf	noun	3.379
ithafen	postp	0.675
ithal	noun	61.331
ithalat	noun	118.749
ithalatçı	noun	3.472
ithalatçılık	noun	0.003
itham	noun	13.003
ithamname	noun	0.008
iti	noun	0.59
itibar	noun	102.318
itibaren	postp	297.069
itibarıyla	adv	0.014
itibari	noun	131.453
itibarlı	adj	0.046
itici	adj	9.983
iticilik	noun	0.003
itidal	noun	2.906
itidalli	adj	0.011
itikaf	noun	0.09
itikal	noun	0.016
itikat	noun	1.091
itikatlı	adj	0.003
itila	noun	0.011
itilaf	noun	2.928
itilafçı	noun	0.019
itimat	noun	2.83
itimatname	noun	0.201
itimatsız	adj	0.003
itina	noun	4.696
itinalı	adj	0.003
itiraf	noun	65.352
itirafçı	noun	0.131
itiraz	noun	126.781
itirazcı	adj	0.049
itirazsız	adv	0.003
itiş	verb	2.122
itiyat	noun	0.199
itizar	noun	0.008
itki	noun	0.574
itlaf	noun	6.495
itlik	noun	0.005
itmam	noun	0.054
itminan	noun	0.073
ito	noun	11.817
ittifak	noun	78.489
ittifakla	adv	0.079
ittihat	noun	6.429
ittihatçı	noun	0.62
ittihatçılık	noun	0.005
ittihaz	noun	0.705
ittisal	noun	0.011
itü	noun	21.77
iü	noun	6.84
iv	verb	24.398
ivan	noun	1.875
ivaz	noun	0.517
ivecen	adj	0.014
ivecenlik	noun	0.003
ivedi	adj	8.228
ivedilik	noun	1.39
ivedilikle	adv	0.079
ivegen	noun	0.008
ivesi	noun	0.076
ivgi	noun	0.035
ivinti	noun	0.008
ivmeölçer	noun	0.003
iye	noun	1.072
iyelik	noun	0.041
iyem	noun	1.246
iyi	adj	2082.857
iyice	adj	0.849
iyicene	adv	0.56
iyicil	noun	0.063
iyidoğan	noun	0.242
iyigün	noun	0.814
iyilik	noun	0.046
iyilikbilir	adj	0.005
iyilikbilmez	noun	0.008
iyilikçi	adj	0.027
iyiliksever	adj	0.49
iyilikseverlik	noun	0.008
iyimser	adj	52.216
iyimserlik	noun	0.264
iyiol	noun	0.003
iyisan	noun	0.005
iyisoy	noun	0.049
iyodür	noun	0.106
iyon	noun	7.341
iyonik	adj	0.947
iyonlanma	noun	0.003
iyonlaşma	noun	0.607
iyot	noun	4.068
iyotlama	noun	0.003
iz	noun	109.909
izabe	noun	0.095
izaç	noun	0.011
izafe	noun	0.642
izafet	noun	0.082
izafeten	adv	0.278
izafi	adj	1.116
izafilik	noun	0.003
izafiye	noun	0.011
izafiyet	noun	0.86
izah	noun	22.51
izahat	noun	1.687
izale	noun	0.903
izam	noun	0.158
izan	noun	1.197
izaz	noun	0.016
izbandut	adj	0.071
izbe	adj	0.639
izbiro	noun	0.005
izbudak	noun	0.065
izbul	noun	0.087
izci	noun	3.058
izcilik	noun	0.054
izdiham	noun	6.824
izdivaç	noun	0.95
izdüşüm	noun	2.345
izel	noun	2.884
izem	noun	0.016
izgi	noun	11.599
izgü	noun	0.735
izgül	noun	0.005
izgün	noun	0.068
izhar	noun	0.887
izin	noun	379.136
izinli	adj	0.038
izinname	noun	0.019
izinsiz	noun	0.003
izlanda	noun	6.253
izle	verb	867.836
izlek	noun	0.876
izlem	noun	1.782
izlence	noun	0.324
izlenim	noun	52.355
izlenimci	noun	0.136
izlenimcilik	noun	0.003
izleyici	noun	0.746
izleyiş	noun	0.005
izmarit	noun	1.496
izmihlal	noun	0.098
izmir	noun	302.568
izmirli	noun	15.063
izmit	noun	27.282
iznik	noun	5.635
izobar	noun	0.063
izohips	noun	0.59
izolasyon	noun	13.365
izolatör	adj	0.166
izole	adj	6.204
izomer	adj	0.15
izomeri	noun	0.027
izometri	noun	0.082
izomorf	noun	0.033
izomorfizm	noun	0.008
izoterm	adj	0.147
izotop	adj	2.256
izzet	noun	18.837
izzetinefis	noun	0.076
izzettin	noun	3.028
izzetüikram	noun	0.003
jack	noun	19.057
jackson	noun	11.879
jacques	noun	19.811
jaguar	noun	3.875
jaketatay	noun	0.079
jakoben	noun	2.326
jakobenizm	noun	0.283
jakuzi	noun	2.103
jakuzili	adj	0.005
jale	noun	4.351
jaluzi	noun	0.318
jambon	noun	1.154
james	noun	33.989
jan	noun	12.1
jandarma	noun	78.723
jandarmalık	noun	0.027
jane	noun	5.276
janjan	adj	0.346
janjanlı	adj	0.003
janr	noun	0.433
jant	noun	3.145
japon	noun	76.845
japonca	noun	2.536
japone	adj	0.063
japonya	noun	92.817
jardel	noun	7.444
jargon	noun	1.774
jarse	noun	0.253
jartiyer	noun	0.58
jason	noun	7.469
javier	noun	6.34
jazz	noun	16.018
jean	noun	42.339
jel	noun	3.529
jelatin	noun	1.575
jelatinle	verb	0.019
jelatinli	adj	0.003
jeloz	noun	0.003
jen	noun	2.335
jenerasyon	noun	6.772
jeneratör	noun	6.171
jenerik	noun	6.593
jenosit	noun	0.4
jeodezi	noun	0.805
jeodinamik	noun	0.065
jeofizik	noun	4.84
jeofizikçi	noun	0.122
jeokimya	noun	0.103
jeokimyacı	noun	0.003
jeolog	noun	1.608
jeoloji	noun	7.107
jeolojik	adj	6.065
jeomorfolog	noun	0.139
jeomorfoloji	noun	0.718
jeomorfolojik	adj	0.286
jeopolitik	noun	9.161
jeosantrik	adj	0.003
jeotermal	adj	5.51
jeotermik	adj	0.06
jerry	noun	5.469
jersey	noun	9.303
jest	noun	15.561
jet	noun	24.88
jeton	noun	1.665
jig	noun	0.019
jigolo	noun	1.015
jigololuk	noun	0.011
jikle	noun	0.038
jile	noun	0.098
jilet	noun	4.982
jiletle	verb	0.346
jiletli	adj	0.008
jim	noun	10.93
jimmy	noun	4.427
jimnastik	noun	7.121
jimnastikçi	noun	0.433
jinekolog	noun	2.253
jinekoloji	noun	1.08
jinekolojik	adj	2.988
jips	noun	0.122
jiujitsu	noun	0.003
joe	noun	7.031
joel	noun	2.732
jogging	noun	0.362
johannes	noun	3.213
johannesburg	noun	1.657
john	noun	70.473
johnson	noun	18.178
joker	adj	0.988
jokey	noun	3.948
jokeylik	noun	0.044
jon	noun	2.952
jones	noun	21.786
jordan	noun	8.508
jorjet	adj	0.049
jose	noun	14.143
josef	noun	1.641
joseph	noun	14.184
journal	noun	12.372
jöle	noun	2.43
jön	adj	2.441
jönprömiye	noun	0.019
juan	noun	10.298
judo	noun	10.946
judocu	noun	0.574
jul	noun	0.321
julia	noun	8.5
jullük	adj	0.003
jumbo	noun	1.028
jurnal	noun	0.895
jurnalci	noun	0.06
jurnalcilik	noun	0.003
jurnalle	verb	0.253
juro	noun	0.003
juventus	noun	15.044
jübile	noun	4.737
jülide	noun	1.959
jüpiter	noun	4.732
jüpon	noun	0.038
jüri	noun	45.346
jüt	noun	0.201
kaan	noun	24.003
kaba	adj	26.58
kababurun	noun	0.027
kabaca	adj	3.496
kabacalı	noun	0.095
kabadayı	adj	2.457
kabadayıca	adv	0.016
kabadayılan	verb	0.003
kabadayılık	noun	0.161
kabahat	noun	12.886
kabahatli	adj	0.218
kabak	noun	11.697
kabakçı	noun	0.405
kabakgiller	noun	0.065
kabakla	verb	0.008
kabakulak	noun	1.605
kabala	noun	0.405
kabalacı	noun	0.046
kabalacılık	noun	0.003
kabalak	noun	0.256
kabalcı	noun	0.822
kabalık	noun	0.169
kabalist	noun	0.052
kaballa	verb	0.003
kaban	noun	1.483
kabana	noun	0.065
kabar	verb	20.885
kabara	noun	0.283
kabarcık	noun	2.552
kabarcıklı	adj	0.003
kabare	noun	1.611
kabareci	noun	0.003
kabarık	adj	5.151
kabarıklık	noun	0.068
kabarış	noun	0.005
kabartı	noun	0.327
kabartıcı	noun	0.005
kabartma	noun	1.004
kabataslak	adj	0.204
kabataş	noun	4.421
kabe	noun	1.284
kabız	noun	4.895
kabızlık	noun	0.25
kabil	noun	17.171
kabil	adj	0.895
kabil	adj	0.922
kabilden	adv	0.005
kabile	noun	11.039
kabilinden	adv	0.468
kabiliyet	noun	21.889
kabiliyetli	adj	0.014
kabin	noun	12.992
kabine	noun	30.343
kabir	noun	7.335
kablo	noun	62.871
kablocu	noun	0.003
kablolu	adj	0.109
kablosuz	adj	0.033
kabotaj	noun	1.249
kabristan	noun	1.494
kabuğumsu	adj	0.011
kabuk	noun	36.236
kabuklan	verb	0.226
kabuklu	adj	0.433
kabuklular	noun	0.044
kabuksu	adj	0.016
kabul	noun	793.331
kabullen	verb	26.368
kaburga	noun	3.768
kabus	noun	22.015
kabuslu	adj	0.003
kabza	noun	0.789
kabzımal	noun	0.539
kabzımallık	noun	0.003
kaç	verb	231.064
kaça	adv	3.926
kaçak	noun	136.234
kaçakçı	noun	0.052
kaçakçılık	noun	0.046
kaçaklık	noun	0.003
kaçamak	noun	3.864
kaçamaklı	adj	0.014
kaçar	adj	6.329
kaçgöç	noun	0.022
kaçık	adj	1.913
kaçıklık	noun	0.005
kaçın	verb	71.431
kaçıncı	adj	6.389
kaçıngan	adj	0.008
kaçınık	adj	0.003
kaçınılmaz	adj	52.349
kaçınılmazlık	noun	0.003
kaçır	verb	196.31
kaçırış	noun	0.003
kaçış	verb	1.262
kaçkın	noun	0.609
kaçlı	adj	0.005
kaçlık	adj	0.03
kaçta	adv	0.441
kadagan	noun	0.019
kadam	noun	0.182
kadana	noun	0.136
kadar	postp	2822.285
kadastro	noun	9.05
kadastrola	verb	0.024
kadavra	noun	1.954
kadayıf	noun	3.205
kadayıfçı	noun	0.141
kaddafi	noun	4.745
kadeh	noun	13.308
kadehçik	noun	0.022
kadek	noun	7.169
kadem	noun	1.513
kademe	noun	58.564
kademele	verb	0.057
kademeli	adj	0.139
kademhane	noun	0.019
kademli	adj	0.016
kademsiz	adj	0.005
kader	noun	83.895
kaderci	noun	0.229
kadercilik	noun	0.011
kaderiye	noun	0.027
kadersiz	adj	0.014
kadersizlik	noun	0.008
kadı	noun	7.186
kadıgil	noun	0.022
kadıköy	noun	49.514
kadıköylü	noun	0.512
kadılık	noun	0.093
kadın	noun	1115.897
kadınana	noun	0.014
kadınbut	noun	0.155
kadınca	adv	0.539
kadıncağız	noun	1.584
kadıncık	noun	0.068
kadıncıl	adj	0.019
kadıngöbek	noun	0.003
kadınımsı	adj	0.076
kadınlı	adj	0.014
kadınlık	noun	0.147
kadınnine	noun	0.008
kadınsal	adj	0.122
kadınsı	adj	2.593
kadınsılık	noun	0.019
kadıntuzluk	noun	0.033
kadıoğlu	noun	4.457
kadırga	noun	1.268
kadife	noun	6.136
kadim	adj	4.228
kadime	noun	0.035
kadimi	adj	0.024
kadir	noun	52.382
kadirbilir	adj	0.196
kadirbilirlik	noun	0.155
kadirbilmez	adj	0.06
kadirbilmezlik	noun	0.005
kadire	noun	0.082
kadiri	noun	0.947
kadirilik	noun	0.318
kadiriye	noun	0.03
kadirli	noun	0.239
kadirşinas	adj	0.68
kadirşinaslık	noun	0.027
